"Latitude","Longitude","problem"
25.416828,81.575412,"Accident"
25.417713,81.574804,"Lightening"
25.416537,81.571853,"Pothole"
25.417713,81.574804,"Lightening"
25.416537,81.571853,"Accident"
25.417357,81.575249,"Lightening"
25.416139,81.576722,"Accident"
25.416828,81.575412,"Lightening"
25.418127,81.574794,"Accident"
25.415663,81.575786,"Pothole"
25.412385,81.570915,"Pothole"
25.41363,81.573473,"Lightening"
25.411906,81.575861,"Lightening"
25.412717,81.575044,"Lightening"
25.412318,81.573534,"Accident"
25.412094,81.574728,"Pothole"
25.412318,81.573534,"Pothole"
25.412318,81.573534,"Accident"
25.41363,81.573473,"Pothole"
25.413649,81.575669,"Pothole"
25.41294,81.572752,"Lightening"
25.411906,81.575861,"Pothole"
25.412218,81.5745,"Pothole"
25.41363,81.573473,"Accident"
25.413727,81.574313,"Pothole"
25.412318,81.573534,"Pothole"
25.410373,81.577387,"Accident"
25.412318,81.573534,"Lightening"
25.41363,81.573473,"Accident"
25.414529,81.574534,"Lightening"
25.413649,81.575669,"Accident"
25.410373,81.577387,"Accident"
25.412544,81.576809,"Accident"
25.412318,81.573534,"Accident"
25.412318,81.573534,"Accident"
25.412318,81.573534,"Pothole"
25.41363,81.573473,"Accident"
25.413727,81.574313,"Lightening"
25.411095,81.575565,"Lightening"
25.413136,81.575636,"Lightening"
25.411784,81.566928,"Pothole"
25.409987,81.559735,"Pothole"
25.409987,81.559735,"Lightening"
25.411476,81.565506,"Accident"
25.40877,81.570762,"Pothole"
25.40843,81.563639,"Pothole"
25.405796,81.577121,"Accident"
25.411476,81.565506,"Pothole"
25.40843,81.563639,"Accident"
25.410433,81.569638,"Pothole"
25.409025,81.564888,"Lightening"
25.409025,81.564888,"Pothole"
25.411756,81.565725,"Pothole"
25.410433,81.569638,"Lightening"
25.406553,81.572184,"Pothole"
25.406383,81.569074,"Pothole"
25.406968,81.571241,"Pothole"
25.408008,81.570991,"Lightening"
25.40843,81.563639,"Lightening"
25.413673,81.565949,"Lightening"
25.413673,81.565949,"Accident"
25.411584,81.55941,"Pothole"
25.41218,81.56072,"Pothole"
25.389499,81.85223,"Lightening"
25.389499,81.85223,"Accident"
25.389499,81.85223,"Pothole"
25.389499,81.85223,"Pothole"
25.437542,81.878242,"Pothole"
25.437542,81.878242,"Lightening"
25.437651,81.879851,"Accident"
25.438528,81.877713,"Accident"
25.430814,81.874623,"Pothole"
25.426325,81.870982,"Pothole"
25.433757,81.864849,"Accident"
25.433757,81.864849,"Accident"
25.430814,81.874623,"Accident"
25.433757,81.864849,"Accident"
25.431511,81.884259,"Accident"
25.43624,81.88004,"Lightening"
25.434149,81.879097,"Pothole"
25.434149,81.879097,"Accident"
25.434149,81.879097,"Lightening"
25.434149,81.879097,"Accident"
25.434149,81.879097,"Lightening"
25.436092,81.883761,"Accident"
25.430776,81.883173,"Pothole"
25.43188,81.885939,"Lightening"
25.43341,81.886229,"Accident"
25.431621,81.884649,"Lightening"
25.430097,81.882251,"Pothole"
25.431621,81.884649,"Accident"
25.43341,81.886229,"Accident"
25.43341,81.886229,"Pothole"
25.433387,81.885281,"Pothole"
25.430097,81.882251,"Pothole"
25.43188,81.885939,"Lightening"
25.43188,81.885939,"Accident"
25.433938,81.885874,"Accident"
25.434448,81.886904,"Pothole"
25.43372,81.886961,"Pothole"
25.43188,81.885939,"Pothole"
25.430097,81.882251,"Accident"
25.429863,81.880765,"Accident"
25.431986,81.878035,"Pothole"
25.433737,81.876319,"Accident"
25.424718,81.880205,"Accident"
25.422027,81.879618,"Lightening"
25.422027,81.879618,"Lightening"
25.424718,81.880205,"Lightening"
25.424718,81.880205,"Accident"
25.427259,81.878326,"Accident"
25.426132,81.876283,"Accident"
25.422027,81.879618,"Pothole"
25.427259,81.878326,"Accident"
25.422551,81.886065,"Pothole"
25.425304,81.88644,"Pothole"
25.418412,81.888406,"Pothole"
25.425304,81.88644,"Accident"
25.418412,81.888406,"Accident"
25.426666,81.882745,"Pothole"
25.423926,81.887547,"Lightening"
25.428206,81.890726,"Accident"
25.428731,81.885405,"Pothole"
25.429587,81.888807,"Accident"
25.427072,81.890594,"Accident"
25.428206,81.890726,"Accident"
25.414592,81.88835,"Accident"
25.408329,81.884303,"Lightening"
25.41632,81.87827,"Lightening"
25.41632,81.87827,"Accident"
25.41632,81.87827,"Accident"
25.414592,81.88835,"Accident"
25.414592,81.88835,"Accident"
25.416551,81.880914,"Lightening"
25.41632,81.87827,"Accident"
25.400557,81.865603,"Pothole"
25.395866,81.918755,"Lightening"
25.415632,81.889491,"Lightening"
25.398702,81.896285,"Accident"
25.430319,81.889381,"Pothole"
25.41709,81.88235,"Lightening"
25.419716,81.885465,"Pothole"
25.41709,81.88235,"Lightening"
25.41709,81.88235,"Lightening"
25.420101,81.882269,"Accident"
25.417498,81.88293,"Lightening"
25.419275,81.883863,"Lightening"
25.418262,81.882872,"Lightening"
25.418262,81.882872,"Pothole"
25.418248,81.885054,"Accident"
25.420101,81.882269,"Accident"
25.420101,81.882269,"Accident"
25.418561,81.880279,"Pothole"
25.417498,81.88293,"Lightening"
25.418561,81.880279,"Lightening"
25.419275,81.883863,"Lightening"
25.417566,81.883786,"Accident"
25.419086,81.879427,"Lightening"
25.419671,81.880907,"Accident"
25.419702,81.87713,"Lightening"
25.419101,81.877471,"Pothole"
25.42074,81.880799,"Lightening"
25.417644,81.878759,"Lightening"
25.418645,81.877734,"Lightening"
25.417644,81.878759,"Accident"
25.419864,81.881746,"Lightening"
25.419864,81.881746,"Lightening"
25.419476,81.879962,"Accident"
25.419702,81.87713,"Lightening"
25.42007,81.880148,"Lightening"
25.417224,81.877743,"Lightening"
25.419864,81.881746,"Accident"
25.419594,81.878576,"Accident"
25.417224,81.877743,"Lightening"
25.419702,81.87713,"Lightening"
25.419101,81.877471,"Accident"
25.417644,81.878759,"Accident"
25.419086,81.879427,"Accident"
25.419101,81.877471,"Pothole"
25.419086,81.879427,"Accident"
25.417644,81.878759,"Lightening"
25.420168,81.876941,"Pothole"
25.419101,81.877471,"Accident"
25.419594,81.878576,"Lightening"
25.419101,81.877471,"Accident"
25.411851,81.870598,"Accident"
25.411851,81.870598,"Lightening"
25.413591,81.871531,"Lightening"
25.411851,81.870598,"Pothole"
25.412276,81.869628,"Lightening"
25.413196,81.870109,"Accident"
25.411851,81.870598,"Lightening"
25.411851,81.870598,"Accident"
25.412276,81.869628,"Accident"
25.413196,81.870109,"Lightening"
25.413591,81.871531,"Accident"
25.413591,81.871531,"Pothole"
25.416331,81.872733,"Lightening"
25.413591,81.871531,"Pothole"
25.416331,81.872733,"Accident"
25.411851,81.870598,"Pothole"
25.411689,81.869187,"Accident"
25.411851,81.870598,"Accident"
25.411689,81.869187,"Accident"
25.411851,81.870598,"Lightening"
25.414796,81.867178,"Pothole"
25.413537,81.868493,"Lightening"
25.413196,81.870109,"Lightening"
25.411851,81.870598,"Pothole"
25.412982,81.870458,"Accident"
25.411851,81.870598,"Pothole"
25.412276,81.869628,"Pothole"
25.411851,81.870598,"Accident"
25.414796,81.867178,"Pothole"
25.414796,81.867178,"Lightening"
25.411689,81.869187,"Lightening"
25.414219,81.865352,"Accident"
25.411851,81.870598,"Pothole"
25.414219,81.865352,"Pothole"
25.414321,81.873264,"Lightening"
25.414219,81.865352,"Accident"
25.416756,81.862811,"Lightening"
25.411851,81.870598,"Accident"
25.411851,81.870598,"Accident"
25.413537,81.868493,"Pothole"
25.413537,81.868493,"Lightening"
25.414321,81.873264,"Lightening"
25.411851,81.870598,"Pothole"
25.417167,81.871184,"Accident"
25.411689,81.869187,"Pothole"
25.413163,81.872125,"Lightening"
25.413591,81.871531,"Lightening"
25.412764,81.868521,"Accident"
25.412276,81.869628,"Lightening"
25.411851,81.870598,"Lightening"
25.411851,81.870598,"Accident"
25.418041,81.870161,"Pothole"
25.417413,81.873272,"Accident"
25.419691,81.875309,"Pothole"
25.419691,81.875309,"Lightening"
25.419691,81.875309,"Pothole"
25.49078,81.695626,"Accident"
25.488504,81.701432,"Accident"
25.488504,81.701432,"Pothole"
25.487732,81.700273,"Pothole"
25.487732,81.700273,"Accident"
25.487778,81.696911,"Lightening"
25.48716,81.694829,"Pothole"
25.487732,81.700273,"Lightening"
25.487778,81.696911,"Pothole"
25.48799,81.690441,"Pothole"
25.487778,81.696911,"Accident"
25.486441,81.699637,"Accident"
25.487732,81.700273,"Pothole"
25.485385,81.699026,"Pothole"
25.485385,81.699026,"Pothole"
25.488944,81.695334,"Lightening"
25.487732,81.700273,"Pothole"
25.487234,81.692733,"Pothole"
25.487234,81.692733,"Accident"
25.487732,81.700273,"Pothole"
25.487732,81.700273,"Accident"
25.487732,81.700273,"Pothole"
25.487732,81.700273,"Pothole"
25.487732,81.700273,"Lightening"
25.487732,81.700273,"Accident"
25.487732,81.700273,"Lightening"
25.487732,81.700273,"Lightening"
25.48716,81.694829,"Lightening"
25.48716,81.694829,"Pothole"
25.472777,81.70422,"Accident"
25.472777,81.70422,"Lightening"
25.47203,81.693404,"Pothole"
25.472777,81.70422,"Lightening"
25.472777,81.70422,"Pothole"
25.474232,81.704114,"Pothole"
25.474513,81.701969,"Accident"
25.473991,81.70543,"Accident"
25.476788,81.704543,"Pothole"
25.476788,81.704543,"Accident"
25.479488,81.702557,"Lightening"
25.477465,81.701319,"Pothole"
25.479488,81.702557,"Lightening"
25.480027,81.703646,"Accident"
25.476788,81.704543,"Lightening"
25.476788,81.704543,"Pothole"
25.481244,81.699386,"Pothole"
25.480027,81.703646,"Lightening"
25.477465,81.701319,"Accident"
25.478812,81.70349,"Accident"
25.479488,81.702557,"Pothole"
25.478947,81.704708,"Pothole"
25.479488,81.702557,"Accident"
25.476788,81.704543,"Accident"
25.480027,81.703646,"Accident"
25.478922,81.702554,"Accident"
25.477465,81.701319,"Pothole"
25.480505,81.70029,"Accident"
25.480027,81.703646,"Accident"
25.478947,81.704708,"Lightening"
25.48241,81.70141,"Pothole"
25.479488,81.702557,"Pothole"
25.486004,81.701289,"Pothole"
25.486004,81.701289,"Lightening"
25.477465,81.701319,"Lightening"
25.477465,81.701319,"Pothole"
25.477465,81.701319,"Lightening"
25.477465,81.701319,"Lightening"
25.468415,81.690769,"Pothole"
25.465899,81.693339,"Lightening"
25.466083,81.692717,"Accident"
25.468415,81.690769,"Pothole"
25.466687,81.688185,"Pothole"
25.465605,81.688856,"Pothole"
25.467348,81.693564,"Accident"
25.465899,81.693339,"Lightening"
25.483014,81.699288,"Lightening"
25.485872,81.697991,"Lightening"
25.483014,81.699288,"Lightening"
25.481318,81.696099,"Accident"
25.483014,81.699288,"Accident"
25.485872,81.697991,"Accident"
25.483014,81.699288,"Lightening"
25.485872,81.697991,"Lightening"
25.485872,81.697991,"Accident"
25.485872,81.697991,"Pothole"
25.481318,81.696099,"Pothole"
25.484292,81.693609,"Accident"
25.485872,81.697991,"Accident"
25.48378,81.697192,"Accident"
25.48378,81.697192,"Pothole"
25.485974,81.697266,"Lightening"
25.481952,81.695483,"Pothole"
25.48378,81.697192,"Accident"
25.485974,81.697266,"Accident"
25.481318,81.696099,"Accident"
25.484895,81.698434,"Accident"
25.484895,81.698434,"Accident"
25.484895,81.698434,"Pothole"
25.484292,81.693609,"Accident"
25.470202,81.692946,"Lightening"
25.479867,81.694367,"Accident"
25.479867,81.694367,"Pothole"
25.470089,81.684044,"Accident"
25.470202,81.692946,"Lightening"
25.470202,81.692946,"Lightening"
25.481603,81.690969,"Pothole"
25.470202,81.692946,"Accident"
25.479867,81.694367,"Pothole"
25.469728,81.690907,"Accident"
25.480777,81.692268,"Pothole"
25.479867,81.694367,"Lightening"
25.470089,81.684044,"Pothole"
25.470089,81.684044,"Accident"
25.480023,81.692435,"Pothole"
25.479867,81.694367,"Accident"
25.470089,81.684044,"Pothole"
25.481603,81.690969,"Pothole"
25.470089,81.684044,"Lightening"
25.470089,81.684044,"Lightening"
25.470089,81.684044,"Lightening"
25.479965,81.696715,"Lightening"
25.478895,81.696648,"Lightening"
25.479025,81.695997,"Accident"
25.472621,81.694235,"Accident"
25.479025,81.695997,"Pothole"
25.47935,81.699697,"Lightening"
25.478537,81.694395,"Lightening"
25.472621,81.694235,"Accident"
25.467599,81.685168,"Accident"
25.468845,81.682369,"Lightening"
25.467273,81.689558,"Accident"
25.470023,81.681304,"Accident"
25.467599,81.685168,"Accident"
25.467599,81.685168,"Lightening"
25.467599,81.685168,"Pothole"
25.467273,81.689558,"Lightening"
25.466412,81.685073,"Pothole"
25.469637,81.682472,"Accident"
25.468845,81.682369,"Pothole"
25.466412,81.685073,"Lightening"
25.466412,81.685073,"Pothole"
25.470023,81.681304,"Pothole"
25.470023,81.681304,"Pothole"
25.470023,81.681304,"Lightening"
25.470023,81.681304,"Lightening"
25.467599,81.685168,"Pothole"
25.468114,81.685578,"Lightening"
25.470923,81.677955,"Accident"
25.46724,81.677116,"Lightening"
25.46724,81.677116,"Accident"
25.46724,81.677116,"Pothole"
25.470923,81.677955,"Lightening"
25.46724,81.677116,"Accident"
25.470923,81.677955,"Lightening"
25.470923,81.677955,"Pothole"
25.46724,81.677116,"Lightening"
25.468579,81.680507,"Accident"
25.468579,81.680507,"Pothole"
25.468579,81.680507,"Lightening"
25.465766,81.677088,"Lightening"
25.466407,81.68099,"Pothole"
25.467868,81.679257,"Accident"
25.467411,81.684102,"Accident"
25.468918,81.679068,"Lightening"
25.468292,81.682983,"Pothole"
25.466407,81.68099,"Accident"
25.467296,81.683141,"Pothole"
25.466407,81.68099,"Lightening"
25.467411,81.684102,"Lightening"
25.467295,81.680655,"Pothole"
25.468918,81.679068,"Accident"
25.467868,81.679257,"Lightening"
25.46611,81.678542,"Accident"
25.464224,81.688132,"Accident"
25.464224,81.688132,"Pothole"
25.468187,81.701018,"Pothole"
25.46376,81.688669,"Pothole"
25.464566,81.688276,"Pothole"
25.465093,81.700767,"Pothole"
25.465093,81.700767,"Lightening"
25.464566,81.688276,"Accident"
25.464566,81.688276,"Pothole"
25.483808,81.686642,"Lightening"
25.48479,81.685777,"Accident"
25.48894,81.687738,"Pothole"
25.490118,81.690199,"Pothole"
25.487729,81.684523,"Pothole"
25.485909,81.685226,"Pothole"
25.504004,81.699401,"Lightening"
25.490779,81.688482,"Accident"
25.489643,81.685643,"Accident"
25.48996,81.685937,"Accident"
25.504972,81.690816,"Pothole"
25.504845,81.689462,"Lightening"
25.489643,81.685643,"Pothole"
25.656039,81.607553,"Accident"
25.652958,81.606793,"Lightening"
25.656852,81.606974,"Accident"
25.656039,81.607553,"Accident"
25.656039,81.607553,"Lightening"
25.656709,81.603875,"Accident"
25.650733,81.607224,"Lightening"
25.654743,81.607326,"Pothole"
25.654642,81.600686,"Lightening"
25.654883,81.602647,"Pothole"
25.652402,81.6026,"Pothole"
25.652402,81.6026,"Pothole"
25.652954,81.601952,"Pothole"
25.656709,81.603875,"Pothole"
25.654098,81.603271,"Pothole"
25.656709,81.603875,"Accident"
25.65194,81.589342,"Accident"
25.654719,81.594798,"Lightening"
25.657423,81.60112,"Accident"
25.657423,81.60112,"Accident"
25.65194,81.589342,"Accident"
25.65194,81.589342,"Pothole"
25.657423,81.60112,"Accident"
25.656311,81.601434,"Pothole"
25.657423,81.60112,"Accident"
25.656611,81.6007,"Accident"
25.65194,81.589342,"Pothole"
25.65194,81.589342,"Lightening"
25.657579,81.5993,"Accident"
25.652788,81.600382,"Accident"
25.644221,81.588438,"Accident"
25.645915,81.595416,"Pothole"
25.644881,81.591039,"Accident"
25.647262,81.597321,"Lightening"
25.647262,81.597321,"Lightening"
25.647951,81.591631,"Lightening"
25.647037,81.595208,"Accident"
25.644881,81.591039,"Lightening"
25.644812,81.595715,"Lightening"
25.645915,81.595416,"Lightening"
25.647951,81.591631,"Lightening"
25.645915,81.595416,"Pothole"
25.647262,81.597321,"Pothole"
25.646126,81.599133,"Lightening"
25.646638,81.589393,"Accident"
25.647037,81.595208,"Lightening"
25.649177,81.594189,"Lightening"
25.647044,81.598203,"Accident"
25.647262,81.597321,"Lightening"
25.647611,81.598235,"Accident"
25.644221,81.588438,"Accident"
25.647262,81.597321,"Pothole"
25.647307,81.594158,"Accident"
25.645652,81.594091,"Lightening"
25.646597,81.593146,"Lightening"
25.646893,81.589826,"Accident"
25.646893,81.589826,"Pothole"
25.644812,81.595715,"Lightening"
25.645652,81.594091,"Pothole"
25.645423,81.589316,"Pothole"
25.646597,81.593146,"Lightening"
25.646597,81.593146,"Pothole"
25.646893,81.589826,"Pothole"
25.644221,81.588438,"Pothole"
25.647262,81.597321,"Lightening"
25.644221,81.588438,"Pothole"
25.647262,81.597321,"Pothole"
25.648072,81.597468,"Lightening"
25.650757,81.591867,"Accident"
25.647037,81.595208,"Accident"
25.644221,81.588438,"Pothole"
25.647262,81.597321,"Pothole"
25.647307,81.594158,"Accident"
25.646597,81.593146,"Lightening"
25.646638,81.589393,"Pothole"
25.649177,81.594189,"Lightening"
25.647951,81.591631,"Pothole"
25.64692,81.590869,"Accident"
25.647262,81.597321,"Lightening"
25.646638,81.589393,"Lightening"
25.646597,81.593146,"Pothole"
25.646597,81.593146,"Lightening"
25.647037,81.595208,"Lightening"
25.646427,81.592091,"Lightening"
25.645408,81.595973,"Lightening"
25.644881,81.591039,"Accident"
25.647951,81.591631,"Lightening"
25.64828,81.599823,"Pothole"
25.646893,81.589826,"Pothole"
25.649054,81.596718,"Lightening"
25.647951,81.591631,"Accident"
25.644221,81.588438,"Accident"
25.647951,81.591631,"Pothole"
25.647039,81.594391,"Accident"
25.646638,81.589393,"Pothole"
25.645266,81.586643,"Accident"
25.645423,81.589316,"Pothole"
25.645006,81.597435,"Lightening"
25.644221,81.588438,"Lightening"
25.647951,81.591631,"Accident"
25.647951,81.591631,"Lightening"
25.647517,81.591384,"Pothole"
25.647517,81.591384,"Lightening"
25.648421,81.600561,"Lightening"
25.645266,81.586643,"Pothole"
25.645266,81.586643,"Pothole"
25.646597,81.593146,"Accident"
25.646638,81.589393,"Pothole"
25.647611,81.598235,"Lightening"
25.645423,81.589316,"Pothole"
25.645408,81.595973,"Lightening"
25.648072,81.597468,"Pothole"
25.649593,81.598809,"Accident"
25.646638,81.589393,"Pothole"
25.647611,81.598235,"Pothole"
25.647951,81.591631,"Lightening"
25.647395,81.591796,"Pothole"
25.644221,81.588438,"Accident"
25.644221,81.588438,"Accident"
25.649177,81.594189,"Pothole"
25.647037,81.595208,"Pothole"
25.645266,81.586643,"Pothole"
25.647262,81.597321,"Lightening"
25.645915,81.595416,"Pothole"
25.647262,81.597321,"Lightening"
25.645266,81.586643,"Accident"
25.645266,81.586643,"Pothole"
25.645652,81.594091,"Lightening"
25.645266,81.586643,"Accident"
25.646767,81.596273,"Pothole"
25.645266,81.586643,"Accident"
25.649054,81.596718,"Lightening"
25.644221,81.588438,"Lightening"
25.645266,81.586643,"Lightening"
25.646638,81.589393,"Accident"
25.645266,81.586643,"Accident"
25.646638,81.589393,"Accident"
25.647951,81.591631,"Lightening"
25.646638,81.589393,"Pothole"
25.645423,81.589316,"Lightening"
25.648072,81.597468,"Accident"
25.647395,81.591796,"Pothole"
25.647517,81.591384,"Lightening"
25.647395,81.591796,"Pothole"
25.647037,81.595208,"Lightening"
25.647951,81.591631,"Lightening"
25.64692,81.590869,"Lightening"
25.646638,81.589393,"Accident"
25.646382,81.588961,"Pothole"
25.64607,81.60104,"Lightening"
25.647649,81.610337,"Accident"
25.645884,81.602436,"Pothole"
25.648651,81.603324,"Lightening"
25.647601,81.606738,"Accident"
25.648651,81.603324,"Lightening"
25.645884,81.602436,"Lightening"
25.648651,81.603324,"Lightening"
25.648651,81.603324,"Pothole"
25.649009,81.604254,"Pothole"
25.645884,81.602436,"Pothole"
25.646472,81.602846,"Lightening"
25.647649,81.610337,"Pothole"
25.648651,81.603324,"Lightening"
25.645884,81.602436,"Lightening"
25.646101,81.604731,"Pothole"
25.648753,81.608072,"Pothole"
25.64607,81.60104,"Lightening"
25.646921,81.607132,"Accident"
25.645884,81.602436,"Accident"
25.645884,81.602436,"Pothole"
25.645884,81.602436,"Lightening"
25.645884,81.602436,"Lightening"
25.645884,81.602436,"Pothole"
25.645884,81.602436,"Pothole"
25.645884,81.602436,"Accident"
25.645884,81.602436,"Accident"
25.649608,81.594118,"Pothole"
25.650855,81.595995,"Pothole"
25.650855,81.595995,"Pothole"
25.650447,81.59667,"Lightening"
25.650855,81.595995,"Lightening"
25.652047,81.598811,"Pothole"
25.649608,81.594118,"Lightening"
25.650447,81.59667,"Accident"
25.649608,81.594118,"Lightening"
25.652274,81.595901,"Lightening"
25.650014,81.596454,"Accident"
25.652274,81.595901,"Accident"
25.652274,81.595901,"Accident"
25.651048,81.594356,"Pothole"
25.650447,81.59667,"Lightening"
25.649608,81.594118,"Accident"
25.649608,81.594118,"Lightening"
25.649608,81.594118,"Lightening"
25.649608,81.594118,"Accident"
25.650014,81.596454,"Lightening"
25.650872,81.594799,"Pothole"
25.652274,81.595901,"Accident"
25.650855,81.595995,"Pothole"
25.652191,81.597733,"Pothole"
25.649608,81.594118,"Accident"
25.650872,81.594799,"Lightening"
